Options: Namespace(adapt_features=True, batch_normalisation='basic', batch_size=4, blur_heuristic=True, checkpoint_dir='./checkpoint/blur_heuristic', classifier='versa', clip_length=8, context_shot=5, context_video_type='clean', data_path='../dataset/orbit_benchmark_224', epochs=5, feature_adaptation_method='generate', feature_extractor='efficientnetb0', frame_size=224, from_checkpoint=False, gpu=0, learn_extractor=False, learning_rate=0.0001, log_dir='./logs/blur_heuristic', mode='train_test', model_path=None, no_preload_clips=False, num_lite_samples=4, preload_clips=True, pretrained_extractor_path='features/pretrained/efficientnetb0_imagenet_224.pth', print_by_step=True, subsample_factor=1, target_shot=2, target_video_type='clutter', tasks_per_batch=16, test_context_num_clips=8, test_context_shot_method='max', test_set='test', test_target_num_clips='max', test_target_shot_method='max', test_tasks_per_user=5, test_way_method='max', train_context_num_clips=4, train_context_shot_method='random', train_object_cap=15, train_target_num_clips=4, train_target_shot_method='random', train_task_type='user_centric', train_tasks_per_user=50, train_way_method='random', use_two_gpus=False, validation_on_epoch=5, with_lite=True, with_train_shot_caps=False)

Checkpoint Directory: ./checkpoint/blur_heuristic/2021-11-08-04-11-54

epoch [1/5][1/2200], train loss: 27.4966736, frame_acc: 100.00, time/task: 0m03s
epoch [1/5][60/2200], train loss: 2.3031480, frame_acc: 75.00, time/task: 0m02s
epoch [1/5][61/2200], train loss: 9.7349300, frame_acc: 50.00, time/task: 0m03s
epoch [1/5][62/2200], train loss: 3.7947345, frame_acc: 50.00, time/task: 0m03s
epoch [1/5][63/2200], train loss: 0.0000861, frame_acc: 100.00, time/task: 0m03s
epoch [1/5][64/2200], train loss: 0.2096826, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][65/2200], train loss: 8.5936928, frame_acc: 75.00, time/task: 0m02s
epoch [1/5][66/2200], train loss: 47.7608871, frame_acc: 100.00, time/task: 0m14s
epoch [1/5][67/2200], train loss: 15.9931765, frame_acc: 25.00, time/task: 0m03s
epoch [1/5][68/2200], train loss: 16.8331318, frame_acc: 75.00, time/task: 0m02s
epoch [1/5][69/2200], train loss: 36.3326187, frame_acc: 25.00, time/task: 0m03s
epoch [1/5][70/2200], train loss: 19.6750946, frame_acc: 75.00, time/task: 0m05s
epoch [1/5][71/2200], train loss: 0.0000884, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][72/2200], train loss: 13.1598806, frame_acc: 75.00, time/task: 0m03s
epoch [1/5][73/2200], train loss: 20.8173275, frame_acc: 75.00, time/task: 0m09s
epoch [1/5][74/2200], train loss: 33.0475388, frame_acc: 75.00, time/task: 0m05s
epoch [1/5][75/2200], train loss: 22.0082016, frame_acc: 75.00, time/task: 0m02s
epoch [1/5][76/2200], train loss: 0.0000442, frame_acc: 100.00, time/task: 0m00s
epoch [1/5][77/2200], train loss: 0.0001105, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][78/2200], train loss: 0.0000665, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][79/2200], train loss: 19.5476723, frame_acc: 25.00, time/task: 0m04s
epoch [1/5][80/2200], train loss: 0.2939435, frame_acc: 75.00, time/task: 0m03s
epoch [1/5][81/2200], train loss: 0.0000911, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][82/2200], train loss: 5.8707838, frame_acc: 75.00, time/task: 0m02s
epoch [1/5][83/2200], train loss: 20.1866627, frame_acc: 25.00, time/task: 0m05s
epoch [1/5][84/2200], train loss: 62.6614609, frame_acc: 100.00, time/task: 0m20s
epoch [1/5][85/2200], train loss: 0.0000465, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][86/2200], train loss: 0.4550180, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][87/2200], train loss: 3.9698021, frame_acc: 100.00, time/task: 0m08s
epoch [1/5][88/2200], train loss: 137.5619507, frame_acc: 75.00, time/task: 0m10s
epoch [1/5][89/2200], train loss: 0.1805428, frame_acc: 100.00, time/task: 0m04s
epoch [1/5][90/2200], train loss: 26.3439312, frame_acc: 75.00, time/task: 0m07s
epoch [1/5][91/2200], train loss: 0.0000455, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][92/2200], train loss: 22.6248226, frame_acc: 100.00, time/task: 0m05s
epoch [1/5][93/2200], train loss: 0.0000455, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][94/2200], train loss: 16.1077404, frame_acc: 75.00, time/task: 0m05s
epoch [1/5][95/2200], train loss: 5.1670442, frame_acc: 50.00, time/task: 0m03s
epoch [1/5][96/2200], train loss: 0.0000683, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][97/2200], train loss: 21.3084183, frame_acc: 75.00, time/task: 0m08s
epoch [1/5][98/2200], train loss: 32.5930214, frame_acc: 0.00, time/task: 0m04s
epoch [1/5][99/2200], train loss: 24.8941975, frame_acc: 50.00, time/task: 0m04s
epoch [1/5][100/2200], train loss: 90.3901825, frame_acc: 75.00, time/task: 0m13s
epoch [1/5][101/2200], train loss: 0.9029775, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][102/2200], train loss: 16.9364033, frame_acc: 100.00, time/task: 0m06s
epoch [1/5][103/2200], train loss: 0.2902350, frame_acc: 75.00, time/task: 0m01s
epoch [1/5][104/2200], train loss: 16.4846478, frame_acc: 50.00, time/task: 0m06s
epoch [1/5][105/2200], train loss: 10.6544113, frame_acc: 100.00, time/task: 0m04s
epoch [1/5][106/2200], train loss: 32.9651451, frame_acc: 50.00, time/task: 0m08s
epoch [1/5][107/2200], train loss: 19.6662121, frame_acc: 100.00, time/task: 0m11s
epoch [1/5][108/2200], train loss: 1.7264588, frame_acc: 100.00, time/task: 0m05s
epoch [1/5][109/2200], train loss: 15.2423496, frame_acc: 50.00, time/task: 0m04s
epoch [1/5][110/2200], train loss: 0.0000908, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][111/2200], train loss: 32.0322266, frame_acc: 25.00, time/task: 0m04s
epoch [1/5][112/2200], train loss: 0.4176672, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][113/2200], train loss: 9.0782290, frame_acc: 25.00, time/task: 0m03s
epoch [1/5][114/2200], train loss: 13.8515110, frame_acc: 25.00, time/task: 0m03s
epoch [1/5][115/2200], train loss: 0.0000486, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][116/2200], train loss: 0.0004142, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][117/2200], train loss: 0.0000751, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][118/2200], train loss: 2.0598087, frame_acc: 75.00, time/task: 0m02s
epoch [1/5][119/2200], train loss: 54.6054535, frame_acc: 25.00, time/task: 0m05s
epoch [1/5][120/2200], train loss: 0.0000486, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][121/2200], train loss: 0.0000751, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][122/2200], train loss: 63.2709389, frame_acc: 0.00, time/task: 0m04s
epoch [1/5][123/2200], train loss: 10.7298422, frame_acc: 50.00, time/task: 0m03s
epoch [1/5][124/2200], train loss: 16.3111343, frame_acc: 50.00, time/task: 0m04s
epoch [1/5][125/2200], train loss: 1.4557228, frame_acc: 75.00, time/task: 0m02s
epoch [1/5][126/2200], train loss: 48.0632362, frame_acc: 75.00, time/task: 0m08s
epoch [1/5][127/2200], train loss: 39.5506592, frame_acc: 25.00, time/task: 0m08s
epoch [1/5][128/2200], train loss: 46.5690460, frame_acc: 75.00, time/task: 0m09s
epoch [1/5][129/2200], train loss: 3.1079617, frame_acc: 75.00, time/task: 0m02s
epoch [1/5][130/2200], train loss: 382.0703735, frame_acc: 50.00, time/task: 0m35s
epoch [1/5][131/2200], train loss: 3.5564923, frame_acc: 75.00, time/task: 0m04s
epoch [1/5][132/2200], train loss: 19.5696793, frame_acc: 75.00, time/task: 0m04s
epoch [1/5][133/2200], train loss: 0.0114785, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][134/2200], train loss: 0.0000755, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][135/2200], train loss: 0.0001264, frame_acc: 100.00, time/task: 0m03s
epoch [1/5][136/2200], train loss: 99.0632553, frame_acc: 75.00, time/task: 0m13s
epoch [1/5][137/2200], train loss: 0.0000755, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][138/2200], train loss: 0.0195469, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][139/2200], train loss: 1.5970546, frame_acc: 50.00, time/task: 0m01s
epoch [1/5][140/2200], train loss: 108.8394394, frame_acc: 100.00, time/task: 0m13s
epoch [1/5][141/2200], train loss: 3.1781235, frame_acc: 75.00, time/task: 0m08s
epoch [1/5][142/2200], train loss: 11.2266750, frame_acc: 75.00, time/task: 0m03s
epoch [1/5][143/2200], train loss: 10.1142950, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][144/2200], train loss: 21.5102768, frame_acc: 50.00, time/task: 0m04s
epoch [1/5][145/2200], train loss: 3.8764300, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][146/2200], train loss: 5.5255094, frame_acc: 100.00, time/task: 0m05s
epoch [1/5][147/2200], train loss: 3.0458772, frame_acc: 0.00, time/task: 0m01s
epoch [1/5][148/2200], train loss: 0.1921199, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][149/2200], train loss: 0.0001042, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][150/2200], train loss: 0.0002281, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][151/2200], train loss: 1.8204997, frame_acc: 50.00, time/task: 0m01s
epoch [1/5][152/2200], train loss: 0.0007876, frame_acc: 100.00, time/task: 0m03s
epoch [1/5][153/2200], train loss: 6.2289848, frame_acc: 75.00, time/task: 0m04s
epoch [1/5][154/2200], train loss: 0.5778056, frame_acc: 75.00, time/task: 0m01s
epoch [1/5][155/2200], train loss: 14.6114616, frame_acc: 100.00, time/task: 0m03s
epoch [1/5][156/2200], train loss: 2.3181839, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][157/2200], train loss: 6.8775964, frame_acc: 75.00, time/task: 0m02s
epoch [1/5][158/2200], train loss: 0.0001302, frame_acc: 100.00, time/task: 0m03s
epoch [1/5][159/2200], train loss: 3.7392747, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][160/2200], train loss: 102.8655624, frame_acc: 100.00, time/task: 0m07s
epoch [1/5][161/2200], train loss: 0.0066894, frame_acc: 100.00, time/task: 0m06s
epoch [1/5][162/2200], train loss: 4.8508024, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][163/2200], train loss: 0.1808465, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][164/2200], train loss: 9.2445230, frame_acc: 50.00, time/task: 0m05s
epoch [1/5][165/2200], train loss: 0.0001078, frame_acc: 100.00, time/task: 0m03s
epoch [1/5][166/2200], train loss: 0.9629374, frame_acc: 50.00, time/task: 0m01s
epoch [1/5][167/2200], train loss: 4.4621420, frame_acc: 100.00, time/task: 0m03s
epoch [1/5][168/2200], train loss: 2.8484855, frame_acc: 75.00, time/task: 0m04s
epoch [1/5][169/2200], train loss: 18.3177738, frame_acc: 100.00, time/task: 0m03s
epoch [1/5][170/2200], train loss: 0.0000808, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][171/2200], train loss: 2.7084811, frame_acc: 75.00, time/task: 0m02s
epoch [1/5][172/2200], train loss: 0.0578372, frame_acc: 75.00, time/task: 0m01s
epoch [1/5][173/2200], train loss: 3.2565298, frame_acc: 75.00, time/task: 0m02s
epoch [1/5][174/2200], train loss: 4.3263559, frame_acc: 50.00, time/task: 0m01s
epoch [1/5][175/2200], train loss: 1.7040747, frame_acc: 75.00, time/task: 0m01s
epoch [1/5][176/2200], train loss: 5.1485310, frame_acc: 100.00, time/task: 0m04s
epoch [1/5][177/2200], train loss: 1.8570509, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][178/2200], train loss: 18.9254665, frame_acc: 100.00, time/task: 0m11s
epoch [1/5][179/2200], train loss: 1.4307141, frame_acc: 50.00, time/task: 0m02s
epoch [1/5][180/2200], train loss: 0.1475754, frame_acc: 75.00, time/task: 0m01s
epoch [1/5][181/2200], train loss: 7.2978621, frame_acc: 25.00, time/task: 0m02s
epoch [1/5][182/2200], train loss: 0.0001571, frame_acc: 100.00, time/task: 0m03s
epoch [1/5][183/2200], train loss: 5.7226572, frame_acc: 75.00, time/task: 0m03s
epoch [1/5][184/2200], train loss: 7.3541694, frame_acc: 100.00, time/task: 0m03s
epoch [1/5][185/2200], train loss: 1.0331619, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][186/2200], train loss: 0.0000835, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][187/2200], train loss: 0.0000835, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][188/2200], train loss: 3.2840831, frame_acc: 100.00, time/task: 0m04s
epoch [1/5][189/2200], train loss: 181.5717773, frame_acc: 50.00, time/task: 0m20s
epoch [1/5][190/2200], train loss: 16.0615788, frame_acc: 100.00, time/task: 0m09s
epoch [1/5][191/2200], train loss: 0.0001400, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][192/2200], train loss: 39.8808212, frame_acc: 50.00, time/task: 0m08s
epoch [1/5][193/2200], train loss: 41.2411385, frame_acc: 50.00, time/task: 0m07s
epoch [1/5][194/2200], train loss: 0.0049188, frame_acc: 100.00, time/task: 0m03s
epoch [1/5][195/2200], train loss: 1.6434836, frame_acc: 50.00, time/task: 0m00s
epoch [1/5][196/2200], train loss: 34.6273193, frame_acc: 75.00, time/task: 0m09s
epoch [1/5][197/2200], train loss: 0.3781284, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][198/2200], train loss: 122.0287476, frame_acc: 25.00, time/task: 0m13s
epoch [1/5][199/2200], train loss: 9.9299431, frame_acc: 25.00, time/task: 0m02s
epoch [1/5][200/2200], train loss: 10.8306618, frame_acc: 50.00, time/task: 0m04s
epoch [1/5][201/2200], train loss: 6.3413920, frame_acc: 50.00, time/task: 0m02s
epoch [1/5][202/2200], train loss: 28.5476608, frame_acc: 75.00, time/task: 0m18s
epoch [1/5][203/2200], train loss: 5.1357965, frame_acc: 50.00, time/task: 0m01s
epoch [1/5][204/2200], train loss: 39.8304253, frame_acc: 25.00, time/task: 0m07s
epoch [1/5][205/2200], train loss: 0.4799948, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][206/2200], train loss: 24.9744568, frame_acc: 100.00, time/task: 0m05s
epoch [1/5][207/2200], train loss: 15.3153458, frame_acc: 75.00, time/task: 0m06s
epoch [1/5][208/2200], train loss: 20.5121403, frame_acc: 75.00, time/task: 0m05s
epoch [1/5][209/2200], train loss: 0.0001290, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][210/2200], train loss: 13.7133904, frame_acc: 50.00, time/task: 0m15s
epoch [1/5][211/2200], train loss: 43.9900017, frame_acc: 75.00, time/task: 0m09s
epoch [1/5][212/2200], train loss: 0.0016114, frame_acc: 100.00, time/task: 0m04s
epoch [1/5][213/2200], train loss: 0.0001084, frame_acc: 100.00, time/task: 0m03s
epoch [1/5][214/2200], train loss: 8.9808645, frame_acc: 50.00, time/task: 0m03s
epoch [1/5][215/2200], train loss: 0.0712014, frame_acc: 100.00, time/task: 0m04s
epoch [1/5][216/2200], train loss: 1175.0554199, frame_acc: 50.00, time/task: 0m39s
epoch [1/5][217/2200], train loss: 42.2745247, frame_acc: 50.00, time/task: 0m08s
epoch [1/5][218/2200], train loss: 5.8290148, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][219/2200], train loss: 3.4848526, frame_acc: 75.00, time/task: 0m03s
epoch [1/5][220/2200], train loss: 9.1650343, frame_acc: 50.00, time/task: 0m02s
epoch [1/5][221/2200], train loss: 7.4012041, frame_acc: 75.00, time/task: 0m01s
epoch [1/5][222/2200], train loss: 0.0015784, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][223/2200], train loss: 0.0000893, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][224/2200], train loss: 0.0152296, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][225/2200], train loss: 26.9235592, frame_acc: 75.00, time/task: 0m06s
epoch [1/5][226/2200], train loss: 0.0001231, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][227/2200], train loss: 88.5773087, frame_acc: 75.00, time/task: 0m16s
epoch [1/5][228/2200], train loss: 22.7256908, frame_acc: 50.00, time/task: 0m04s
epoch [1/5][229/2200], train loss: 1.1457496, frame_acc: 75.00, time/task: 0m01s
epoch [1/5][230/2200], train loss: 13.9979391, frame_acc: 100.00, time/task: 0m06s
epoch [1/5][231/2200], train loss: 20.1401768, frame_acc: 50.00, time/task: 0m01s
epoch [1/5][232/2200], train loss: 28.3916016, frame_acc: 0.00, time/task: 0m07s
epoch [1/5][233/2200], train loss: 9.0411186, frame_acc: 25.00, time/task: 0m03s
epoch [1/5][234/2200], train loss: 41.1629524, frame_acc: 75.00, time/task: 0m05s
epoch [1/5][235/2200], train loss: 26.0807095, frame_acc: 50.00, time/task: 0m06s
epoch [1/5][236/2200], train loss: 5.6504421, frame_acc: 25.00, time/task: 0m02s
epoch [1/5][237/2200], train loss: 0.0000615, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][238/2200], train loss: 30.0702057, frame_acc: 25.00, time/task: 0m09s
epoch [1/5][239/2200], train loss: 0.0029027, frame_acc: 100.00, time/task: 0m00s
epoch [1/5][240/2200], train loss: 0.0056737, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][241/2200], train loss: 20.0122299, frame_acc: 25.00, time/task: 0m09s
epoch [1/5][242/2200], train loss: 0.0013950, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][243/2200], train loss: 2.0162351, frame_acc: 75.00, time/task: 0m01s
epoch [1/5][244/2200], train loss: 14.2054501, frame_acc: 25.00, time/task: 0m03s
epoch [1/5][245/2200], train loss: 48.3819885, frame_acc: 50.00, time/task: 0m07s
epoch [1/5][246/2200], train loss: 0.2679313, frame_acc: 100.00, time/task: 0m05s
epoch [1/5][247/2200], train loss: 2.2001019, frame_acc: 25.00, time/task: 0m01s
epoch [1/5][248/2200], train loss: 0.0001145, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][249/2200], train loss: 29.0241356, frame_acc: 25.00, time/task: 0m09s
epoch [1/5][250/2200], train loss: 7.6444283, frame_acc: 50.00, time/task: 0m06s
epoch [1/5][251/2200], train loss: 18.0249500, frame_acc: 75.00, time/task: 0m05s
epoch [1/5][252/2200], train loss: 0.0792016, frame_acc: 100.00, time/task: 0m08s
epoch [1/5][253/2200], train loss: 0.0154877, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][254/2200], train loss: 11.8871031, frame_acc: 100.00, time/task: 0m05s
epoch [1/5][255/2200], train loss: 0.1409185, frame_acc: 100.00, time/task: 0m03s
epoch [1/5][256/2200], train loss: 6.4312248, frame_acc: 50.00, time/task: 0m01s
epoch [1/5][257/2200], train loss: 36.4938202, frame_acc: 50.00, time/task: 0m07s
epoch [1/5][258/2200], train loss: 11.4935026, frame_acc: 75.00, time/task: 0m03s
epoch [1/5][259/2200], train loss: 3.7964420, frame_acc: 50.00, time/task: 0m02s
epoch [1/5][260/2200], train loss: 11.9599228, frame_acc: 75.00, time/task: 0m02s
epoch [1/5][261/2200], train loss: 2.9512248, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][262/2200], train loss: 0.6445158, frame_acc: 100.00, time/task: 0m04s
epoch [1/5][263/2200], train loss: 9.2037373, frame_acc: 75.00, time/task: 0m11s
epoch [1/5][264/2200], train loss: 9.2371292, frame_acc: 100.00, time/task: 0m03s
epoch [1/5][265/2200], train loss: 31.3079300, frame_acc: 25.00, time/task: 0m06s
epoch [1/5][266/2200], train loss: 0.0448745, frame_acc: 100.00, time/task: 0m03s
epoch [1/5][267/2200], train loss: 0.3477861, frame_acc: 100.00, time/task: 0m05s
epoch [1/5][268/2200], train loss: 3.9963791, frame_acc: 100.00, time/task: 0m04s
epoch [1/5][269/2200], train loss: 8.6460590, frame_acc: 50.00, time/task: 0m03s
epoch [1/5][270/2200], train loss: 4.1438923, frame_acc: 50.00, time/task: 0m01s
epoch [1/5][271/2200], train loss: 1.4492719, frame_acc: 75.00, time/task: 0m01s
epoch [1/5][272/2200], train loss: 8.9658928, frame_acc: 75.00, time/task: 0m02s
epoch [1/5][273/2200], train loss: 3.4366059, frame_acc: 75.00, time/task: 0m02s
epoch [1/5][274/2200], train loss: 27.0616989, frame_acc: 25.00, time/task: 0m08s
epoch [1/5][275/2200], train loss: 6.5466413, frame_acc: 0.00, time/task: 0m02s
epoch [1/5][276/2200], train loss: 22.6374626, frame_acc: 100.00, time/task: 0m06s
epoch [1/5][277/2200], train loss: 0.0363457, frame_acc: 100.00, time/task: 0m02s
epoch [1/5][278/2200], train loss: 42.1323357, frame_acc: 25.00, time/task: 0m10s
epoch [1/5][279/2200], train loss: 2.7079511, frame_acc: 50.00, time/task: 0m02s
epoch [1/5][280/2200], train loss: 1.6392806, frame_acc: 100.00, time/task: 0m05s
epoch [1/5][281/2200], train loss: 0.0001015, frame_acc: 100.00, time/task: 0m01s
epoch [1/5][282/2200], train loss: 15.5790462, frame_acc: 100.00, time/task: 0m04s
epoch [1/5][283/2200], train loss: 43.9659882, frame_acc: 50.00, time/task: 0m08s
epoch [1/5][284/2200], train loss: 0.2470025, frame_acc: 100.00, time/task: 0m05s
